Material,Material_desc,Productos_Por_Empaque,BrandPresRet,ProdKey,Brand,Presentation,MLSize,Returnability,Pack,Size,Flavor,Container,Ncb,ProductType,ProductCategory,SegAg,SegDet,GlobalCategory,GlobalSubcategory,BrandGrouper,GlobalFlavor
3675,ADES LACTEO LIGHT NATURAL 946ML TPK 3,3,ADES LACTEO 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES LACTEO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,LIGHT NATURAL,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,NATURAL
3440,COCA-COLA SIN AZUCAR 600 ML NR PET 4B,4,COCA-COLA SIN AZUCAR 600 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14069,COCA COLA CAFE 235ML NR LAT 12,12,COCA-COLA CAFE 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA CAFE,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,CAFE,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,CAFÉ
14244,COCA-COLA 2.5 L NR PET 2B,2,COCA-COLA 2.50 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9501,DEL VALLE Y NADA NJA MANGO 600ML NR 6B,6,DEL VALLE Y NADA 600 ML NO RETORNABLE,ADAS INDIVIDUAL,DEL VALLE Y NADA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,NARANJA MANGO,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,MINERAL SABORIZADA,& NADA,NARANJA MANGO
607,SPRITE LATA 12OZ 6B,6,SPRITE 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,LIMA LIMON,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
4276,FRESCA 235ML LATA 12B,12,FRESCA 235 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FRESCA,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,TORONJA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
2545,COCA-COLA 1.75 LITRO NR PET 8B,8,COCA-COLA 1.75 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
3382,COCA COLA SIN AZUC 1.50 L NR PET 4,4,COCA-COLA SIN AZUCAR 1.50 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9203,DEL VALLE MANZANA JUGO 250ML TPK 12B,12,DEL VALLE 250 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,250 ML TETRA,250,NO RETORNABLE,250 ML,INDIVIDUAL,MANZANA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
9462,CIEL EXPRIM JAMAICA 1.5 LTS NR 6B,6,CIEL EXPRIM 1.50 L NO RETORNABLE,AGUA SABORIZADA,CIEL EXPRIM,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,INDIVIDUAL,JAMAICA,PLASTICO,1,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,CIEL,JAMAICA
4037,SIDRAL MUNDET 1.5 LTS RET 12B,12,SIDRAL MUNDET 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SIDRAL MUNDET,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
14099,FANTA NARANJA 355 LATA SLEEK 8,8,FANTA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,NARANJA,LATA SLEEK,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
7641,SPRITE 1.5 LTS. RET PET 12B,12,SPRITE 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SPRITE,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
4520,COCA COLA SIN AZUCAR 500ML NRV 6B,6,COCA-COLA SIN AZUCAR 500 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,500 ML NR VIDRIO,500,NO RETORNABLE,500 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4885,SCLARA LIGHT 1L TPK 6,6,SANTA CLARA LIGHT 1.00 L NO RETORNABLE,LECHE UHT REGULAR,SANTA CLARA LIGHT,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE LIGHT,TETRA PACK,1,LECHE UHT REGULAR,LACTEOS,LECHE,LECHE UHT REGULAR,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
9805,DEL VALLE GUAYABA 237 NR PET 6,6,DEL VALLE 237 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,237 ML NR PET,237,NO RETORNABLE,237 ML,INDIVIDUAL,GUAYABA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,GUAYABA
9186,DEL VALLE MANZANA NECTAR 250 ML TPK 40B,40,DEL VALLE 250 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,250 ML TETRA,250,NO RETORNABLE,250 ML,INDIVIDUAL,MANZANA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
666,FRESCA LATA 12OZ 24B,24,FRESCA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FRESCA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,TORONJA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
14516,ADES FRUTAL DURAZNO 946 ML NR TPK 3,3,ADES FRUTAL 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES FRUTAL,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,DURAZNO,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,DURAZNO
775,"MX 600 ML NR 12B (3JPO,3JPN,3JUV,3JDZ)",12,JOYA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,SURTIDA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MIXTO
1901,TOPO CHICO SANGRIA 2 NR 4B,4,TOPO CHICO SANGRIA 2.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,TOPO CHICO SANGRIA,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,SANGRIA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,TOPO CHICO,SANGRÍA
14348,SIDRAL MUNDET MANZ 1.50 L NR PET 4,4,SIDRAL MUNDET 1.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SIDRAL MUNDET,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
14567,COCA-COLA LIGHT 2.00 L NR PET 2,2,COCA-COLA LIGHT 2.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
1073,SPRITE 500 ML NR 12B,12,SPRITE 500 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
675,FANTA FRESA LATA 12B,12,FANTA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,FRESA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
14314,SIDRAL MUN MZA-DZO 600 ML NR PET 6,6,SIDRAL MUNDET 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,DURAZNO MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,DURAZNO MANZANA
383,FANTA NARANJA 2.5 LTS NR 4B,4,FANTA 2.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
14300,MIX 600 ML PNR 12(6JMZA6JMZA-DZO),12,JOYA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,SURTIDA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MIXTO
2703,SIDRAL MUNDET LATA 355M NR 12B,12,SIDRAL MUNDET 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,MANZANA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
1310,TOPO CHICO AM 750 ML NR VID 12B,12,TOPO CHICO A.M. 750 ML NO RETORNABLE,AGUA MINERAL INDIVIDUAL,TOPO CHICO A.M.,750 ML NR,750,NO RETORNABLE,750 ML,INDIVIDUAL,AGUA MINERAL,VIDRIO,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,TOPO CHICO,SIN SABOR
461,SENZAO 600 ML NR 6B,6,FANTA SENZAO 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SENZAO,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,GUARANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SENZAO,GUARANÁ
14067,MONSTER ENERGY ORIGINAL 355 ML LATA 4B,4,MONSTER ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,MONSTER ENERGY,LATA 355 ML,355,NO RETORNABLE,355 ML,INDIVIDUAL,ENERGY,LATA,1,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,MONSTER,TAURINA + GINSENG
4572,SCLARA ENTERA 1L TPK2,2,SANTA CLARA ENTERA 1.00 L NO RETORNABLE,LECHE UHT REGULAR,SANTA CLARA ENTERA,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE ENTERA,TETRA PACK,1,LECHE UHT REGULAR,LACTEOS,LECHE,LECHE UHT REGULAR,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
1334,POWERADE NAR-MAND 1 LTO NR 6B,6,POWERADE 1.00 L NO RETORNABLE,ISOTONICOS,POWERADE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,INDIVIDUAL,NARANJA MANDARINA,PLASTICO,1,ISOTONICOS,CATEGORIAS EN EXPANSION,ISOTONICOS,ISOTONICOS REGULAR,BEBIDAS EMERGENTES,ISOTÓNICOS,POWERADE,NARANJA MANDARINA
127,COCA-COLA LIGHT 500 ML RET VID 24B,24,COCA-COLA LIGHT 500 ML RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4296,ADES FRUTAL UVA 946ML TPK 12,12,ADES FRUTAL 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES FRUTAL,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,UVA,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,UVA
7538,COCA-COLA LIGHT 1.5 LTS. NR PET 4B,4,COCA-COLA LIGHT 1.50 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9295,FLORIDA 7 DURAZNO 200M TETRA 40B,40,FLORIDA 7 200 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,FLORIDA 7,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,DURAZNO,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,FLORIDA 7,DURAZNO
4884,SCLARA LECHE ENTERA 1L TPK6,6,SANTA CLARA ENTERA 1.00 L NO RETORNABLE,LECHE UHT REGULAR,SANTA CLARA ENTERA,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE ENTERA,TETRA PACK,1,LECHE UHT REGULAR,LACTEOS,LECHE,LECHE UHT REGULAR,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
197,COCA-COLA 500 ML NR 24B,24,COCA-COLA 500 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14231,MIX 1.00 L PNR 6 (CIELEXP3JAM3PEPINA),6,CIEL EXPRIM 1.00 L NO RETORNABLE,AGUA SABORIZADA,CIEL EXPRIM,1 LTS NR PET,1000,NO RETORNABLE,1 LITRO,FAMILIAR,SURTIDA,PLASTICO,1,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,CIEL,MIXTO
462,FANTA FRESA 600 ML NR 6B,6,FANTA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
14125,SIDRAL MUNDET 1.5 LTS RET 12B ETIQ,12,SIDRAL MUNDET 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SIDRAL MUNDET,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
4143,ADES LACTEO ALMENDRA 946ML TPK 3,3,ADES LACTEO 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES LACTEO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,ALMENDRA,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,ALMENDRA
4382,COCA-COLA SIN AZUCAR 2.00 LT NR PET 4B,4,COCA-COLA SIN AZUCAR 2.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2589,SIDRAL MUNDET 600 ML NR PET 12B,12,SIDRAL MUNDET 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
14433,T CH AGUA MINERAL 355 ML NR VID 24B,24,TOPO CHICO A.M. 355 ML NO RETORNABLE,AGUA MINERAL INDIVIDUAL,TOPO CHICO A.M.,355 ML NR VID,355,NO RETORNABLE,355 ML,INDIVIDUAL,AGUA MINERAL,VIDRIO,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,TOPO CHICO,SIN SABOR
3562,COCA-COLA SIN AZUCAR 1.00 L NR PET 12,12,COCA-COLA SIN AZUCAR 1.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
5680,CIEL MINERALIZADA 2L PNR 8,8,CIEL MINERALIZADA 2.00 L NO RETORNABLE,AGUA MINERAL FAMILIAR,CIEL MINERALIZADA,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,AGUA MINERAL,PLASTICO,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,CIEL,SIN SABOR
9316,VALLE FRUT LIMON 600ML NR P 12,12,VALLE FRUT NOT CITRUS 600 ML NO RETORNABLE,BEBIDAS REFRESCANTES,VALLE FRUT,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,LIMON,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,LIMÓN
9095,DEL VALLE PINA JUGO LATA 335 ML 6B,6,DEL VALLE 335 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,LATA 335 ML,335,NO RETORNABLE,LATA,INDIVIDUAL,PIÑA,LATA,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,PIÑA
14255,T CH HARD S LIMA L 355ML NR LAT 6,6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,LIMA LIMON,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,LIMA LIMÓN
4480,DEL VALLE DURAZNO 1.00 L NR PET 6,6,DEL VALLE 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,INDIVIDUAL,DURAZNO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,DURAZNO
9118,DEL VALLE MANZANA 500 ML NR 6B,6,DEL VALLE 500 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,MANZANA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
2759,FANTA NARANJA LATA 355 ML 4B MPK,4,FANTA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,NARANJA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
538,FANTA FRESA 1 LTO NR 12B,12,FANTA 1.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
14526,COSTA MO ITA TM MO 30 G NR BOL 1,1,COSTA 30 G NO RETORNABLE,NOT_SUGGESTED,COSTA,BOLSA 30 GR.,0,NO RETORNABLE,BOLSA 30 G,FAMILIAR,MOCHA ITALIA,BOLSA,1,CAFE MOLIDO,CATEGORIAS EN EXPANSION,CAFE,CAFE,BEBIDAS EMERGENTES,BEBIDAS NO PREPARADAS,COSTA,MOCHA ITALIA BLEND
14295,SIDRAL MUNDET MANZ 1.75 L NR PET 4,4,SIDRAL MUNDET 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SIDRAL MUNDET,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
387,FRESCA 2.5 LTS NR 4B,4,FRESCA 2.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FRESCA,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
2029,MX 1.5 LT RET PET 12B (4JMZ4JDZ4JPO),12,JOYA 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,JOYA,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,SURTIDA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MIXTO
5969,FANTA FRESA 400 PNR 24,24,FANTA 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
381,JOYA PONCHE 2.5 PNR 8,8,JOYA 2.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,PONCHE,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PONCHE
9638,COCA COLA 235 ML NRV 12 MPK,12,COCA-COLA 235 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,235 ML NR VID,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4115,ADES FRUTAL DURAZNO 946ML TPK 12,12,ADES FRUTAL 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES FRUTAL,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,DURAZNO,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,DURAZNO
14106,FUZE TEA MANZCANEL 600 ML NR PET 6B,6,FUZE TEA 600 ML NO RETORNABLE,TE,FUZE TEA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,MANZANA CANELA,PLASTICO,1,TE,CATEGORIAS EN EXPANSION,TE,TE REGULAR,BEBIDAS EMERGENTES,TÉ LISTO PARA BEBER,FUZE TEA,MANZANA CANELA
14512,FANTA SENZAO GUARANA 600ML NR PET 6,6,FANTA SENZAO 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA SENZAO,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,GUARANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SENZAO,GUARANÁ
